date,hour,Average Wait Time,Max WaitTime,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
12/4/2019,1000 - 1100,24,68,345,177,185,91,32,0,0,32,862,4,18
12/4/2019,1100 - 1200,29,99,292,249,169,113,85,14,0,30,952,4,17
12/4/2019,1200 - 1300,27,89,200,123,86,31,58,0,0,14,512,2,21
12/4/2019,1400 - 1500,22,67,420,149,169,105,23,0,0,25,891,5,21
12/4/2019,1500 - 1600,9,31,206,35,4,0,0,0,0,5,250,1,17
12/4/2019,1600 - 1700,20,62,373,288,136,48,2,0,0,23,870,4,19
12/4/2019,1700 - 1800,22,36,40,54,51,0,0,0,0,3,148,1,12
12/4/2019,1800 - 1900,10,46,243,46,15,1,0,0,0,10,315,2,8
12/4/2019,1900 - 2000,20,80,453,206,38,40,63,0,0,25,825,3,12
12/4/2019,2000 - 2100,24,82,237,115,37,38,56,0,0,14,497,2,14
12/4/2019,2100 - 2200,12,37,144,17,12,0,0,0,0,6,179,1,9
12/5/2019,0000 - 0100,9,26,106,26,0,0,0,0,0,6,138,1,6
12/5/2019,0800 - 0900,19,50,113,111,35,5,0,0,0,9,273,1,16
12/5/2019,0900 - 1000,24,52,106,51,60,33,0,0,0,8,258,1,14
12/5/2019,1000 - 1100,31,84,243,156,68,82,117,0,0,23,689,3,19
12/5/2019,1100 - 1200,30,80,249,106,85,127,75,0,0,22,664,4,21
12/5/2019,1200 - 1300,34,78,148,146,127,114,95,0,0,16,646,2,24
12/5/2019,1300 - 1400,29,77,269,95,127,77,95,0,0,15,678,3,22
12/5/2019,1400 - 1500,10,22,93,24,0,0,0,0,0,4,121,1,16
12/5/2019,1500 - 1600,22,52,188,139,114,28,0,0,0,14,483,2,17
12/5/2019,1600 - 1700,18,42,178,147,49,0,0,0,0,11,385,2,15
12/5/2019,1700 - 1800,17,43,270,155,77,0,0,0,0,19,521,3,12
12/5/2019,1800 - 1900,17,56,206,143,38,9,0,0,0,14,410,2,13
12/5/2019,1900 - 2000,23,73,292,325,64,72,37,0,0,27,817,5,13
12/5/2019,2100 - 2200,8,23,77,17,0,0,0,0,0,3,97,1,7
12/5/2019,2200 - 2300,6,23,140,17,0,0,0,0,0,8,165,1,7
12/5/2019,0500 - 0600,44,120,25,167,110,79,104,26,0,16,527,3,12
12/5/2019,0600 - 0700,46,152,291,177,80,170,198,53,73,34,1076,4,17
12/5/2019,0700 - 0800,37,136,193,173,79,14,8,100,13,19,599,3,15
12/5/2019,0800 - 0900,28,125,327,235,222,8,29,62,4,27,914,4,13
12/5/2019,0900 - 1000,24,107,157,94,6,1,53,6,0,10,327,2,20
12/5/2019,1000 - 1100,14,40,214,153,17,0,0,0,0,12,396,3,18
12/5/2019,1100 - 1200,12,34,197,74,7,0,0,0,0,9,287,1,15
12/5/2019,1200 - 1300,9,24,132,25,0,0,0,0,0,5,162,1,14
12/5/2019,1300 - 1400,14,55,438,165,73,22,0,0,0,22,720,3,17
12/5/2019,1400 - 1500,33,98,369,121,112,163,147,7,0,28,947,5,17
12/5/2019,1500 - 1600,24,75,72,7,30,6,16,0,0,5,136,1,10
12/5/2019,1600 - 1700,31,93,337,163,111,63,151,14,0,24,863,5,12
12/5/2019,1700 - 1800,29,65,111,58,50,64,25,0,0,6,314,3,10
12/5/2019,1800 - 1900,24,80,184,140,106,30,23,0,0,21,504,2,10
12/5/2019,1900 - 2000,38,93,143,45,77,163,81,2,0,17,528,3,12
12/5/2019,2000 - 2100,18,71,234,109,50,26,9,0,0,16,444,3,12
12/6/2019,0000 - 0100,16,50,152,63,16,14,0,0,0,4,249,2,7
12/6/2019,0800 - 0900,24,73,130,50,15,21,23,0,0,8,247,1,17
12/6/2019,0900 - 1000,37,81,140,60,75,65,104,0,0,17,461,2,17
12/6/2019,1000 - 1100,7,15,55,0,0,0,0,0,0,2,57,1,16
12/6/2019,1100 - 1200,14,38,284,79,51,0,0,0,0,14,428,3,19
12/6/2019,1200 - 1300,20,55,325,335,157,23,0,0,0,26,866,3,18
12/6/2019,1300 - 1400,23,62,332,65,68,129,10,0,0,14,618,3,17
12/6/2019,1400 - 1500,19,59,241,99,71,24,0,0,0,13,448,2,17
12/6/2019,1500 - 1600,26,65,142,90,59,65,14,0,0,10,380,2,14
12/6/2019,1600 - 1700,10,27,90,26,0,0,0,0,0,4,120,1,13
12/6/2019,1700 - 1800,36,112,210,307,182,103,105,66,0,30,1003,5,12
12/6/2019,1800 - 1900,31,132,323,135,29,19,39,55,21,24,645,3,13
12/6/2019,1900 - 2000,26,107,141,81,7,13,22,20,0,9,293,2,13
12/6/2019,2000 - 2100,16,83,399,36,32,16,41,0,0,21,545,3,13
12/6/2019,2100 - 2200,11,30,56,27,0,0,0,0,0,2,85,1,11
12/6/2019,2300 - 0000,10,26,88,28,0,0,0,0,0,4,120,1,9
12/6/2019,0500 - 0600,30,84,130,182,161,64,41,0,0,18,596,3,13
12/6/2019,0600 - 0700,23,74,164,179,32,28,32,0,0,19,454,2,16
12/6/2019,0700 - 0800,19,78,402,166,37,44,57,0,0,21,727,4,17
12/6/2019,0800 - 0900,21,90,639,265,207,42,93,0,0,45,1291,6,18
12/6/2019,0900 - 1000,16,53,48,6,3,15,0,0,0,3,75,1,7
12/6/2019,1000 - 1100,6,20,216,8,0,0,0,0,0,8,232,2,15
12/6/2019,1100 - 1200,19,41,114,126,52,0,0,0,0,7,299,1,15
12/6/2019,1200 - 1300,7,23,372,43,0,0,0,0,0,14,429,3,12
12/6/2019,1300 - 1400,40,173,457,274,148,107,174,71,84,40,1355,6,19
12/6/2019,1400 - 1500,34,146,145,60,18,38,18,8,26,15,328,3,15
12/6/2019,1500 - 1600,29,132,405,162,43,13,5,90,27,25,770,4,17
12/6/2019,1600 - 1700,22,76,263,125,0,19,66,0,0,14,487,3,15
12/6/2019,1700 - 1800,12,40,157,61,7,0,0,0,0,5,230,2,8
12/6/2019,1800 - 1900,19,57,210,117,66,42,0,0,0,12,447,2,11
12/6/2019,1900 - 2000,17,48,229,153,63,3,0,0,0,13,461,2,11
12/6/2019,2000 - 2100,26,94,256,164,79,51,70,1,0,17,638,3,13
12/6/2019,2100 - 2200,21,60,151,116,9,58,0,0,0,15,349,2,14
12/7/2019,0000 - 0100,9,22,103,15,0,0,0,0,0,6,124,1,9
12/7/2019,0800 - 0900,64,169,0,70,177,80,106,60,55,17,565,2,15
12/7/2019,0900 - 1000,60,201,57,96,59,55,30,10,72,11,390,2,16
12/7/2019,1000 - 1100,39,154,154,71,75,26,14,16,37,12,405,2,17
12/7/2019,1100 - 1200,39,108,294,88,46,36,140,82,0,25,711,4,18
12/7/2019,1200 - 1300,40,103,214,73,26,31,131,52,0,22,549,3,18
12/7/2019,1300 - 1400,56,154,263,145,49,97,157,159,101,31,1002,3,18
12/7/2019,1400 - 1500,27,104,372,79,49,12,46,70,0,23,651,3,15
12/7/2019,1500 - 1600,25,71,112,21,61,15,29,0,0,12,250,1,14
12/7/2019,1700 - 1800,22,59,219,392,122,19,0,0,0,21,773,4,15
12/7/2019,1800 - 1900,24,57,176,346,139,62,0,0,0,20,743,2,15
12/7/2019,1900 - 2000,16,38,180,166,21,0,0,0,0,10,377,2,16
12/7/2019,2000 - 2100,17,49,206,162,42,11,0,0,0,13,434,2,9
12/7/2019,2100 - 2200,14,26,67,37,0,0,0,0,0,4,108,1,8
12/7/2019,2300 - 0000,8,23,219,46,0,0,0,0,0,14,279,2,8
12/7/2019,0500 - 0600,38,82,23,84,33,34,47,0,0,5,226,1,8
12/7/2019,0600 - 0700,45,190,480,142,108,128,251,41,107,47,1304,5,15
12/7/2019,0700 - 0800,44,195,247,72,85,99,15,9,75,18,620,3,13
12/7/2019,0800 - 0900,44,205,454,117,244,125,37,7,137,33,1154,4,19
12/7/2019,0900 - 1000,45,186,128,61,211,63,20,2,59,27,571,3,16
12/7/2019,1000 - 1100,34,121,253,122,140,79,12,78,2,25,711,5,21
12/7/2019,1100 - 1200,34,116,197,204,41,117,79,24,0,21,683,3,15
12/7/2019,1300 - 1400,16,106,489,167,35,25,31,16,0,22,785,3,16
12/7/2019,1400 - 1500,39,136,497,167,109,286,100,111,43,43,1356,6,15
12/7/2019,1500 - 1600,45,164,195,193,232,13,2,41,106,25,807,3,15
12/7/2019,1600 - 1700,28,148,122,296,66,1,0,11,23,18,537,4,14
12/7/2019,1700 - 1800,29,141,410,235,16,0,3,91,31,25,811,4,16
12/7/2019,1800 - 1900,27,147,423,249,28,0,49,51,28,37,865,3,14
12/7/2019,1900 - 2000,50,141,216,82,22,163,91,111,40,23,748,2,16
12/7/2019,2000 - 2100,36,122,229,103,131,102,24,66,4,19,678,3,15
12/7/2019,2100 - 2200,18,28,32,66,0,0,0,0,0,4,102,1,10
12/8/2019,0000 - 0100,29,41,0,72,37,0,0,0,0,2,111,1,10
12/8/2019,0800 - 0900,36,87,29,200,202,64,60,0,0,15,570,2,16
12/8/2019,0900 - 1000,39,70,16,129,2,65,69,0,0,2,283,1,17
12/8/2019,1000 - 1100,9,19,117,15,0,0,0,0,0,4,136,1,15
12/8/2019,1100 - 1200,16,107,304,124,47,9,5,2,0,18,509,3,17
12/8/2019,1200 - 1300,46,143,438,408,91,115,143,196,115,43,1549,5,19
12/8/2019,1300 - 1400,42,128,306,165,40,22,90,130,26,26,805,3,19
12/8/2019,1400 - 1500,27,64,118,33,12,49,28,0,0,7,247,1,19
12/8/2019,1600 - 1700,22,53,148,241,76,32,0,0,0,15,512,2,19
12/8/2019,1700 - 1800,27,97,540,544,251,215,79,17,0,45,1691,7,15
12/8/2019,1800 - 1900,40,107,56,188,129,39,66,48,0,15,541,2,17
12/8/2019,1900 - 2000,25,87,217,206,33,7,78,0,0,18,559,3,14
12/8/2019,2000 - 2100,10,40,226,39,15,0,0,0,0,7,287,1,9
12/8/2019,2100 - 2200,7,18,115,7,0,0,0,0,0,7,129,1,7
12/8/2019,2300 - 0000,4,12,123,0,0,0,0,0,0,6,129,1,7
12/8/2019,0500 - 0600,24,85,265,257,155,52,30,0,0,31,790,3,13
12/8/2019,0600 - 0700,34,151,326,265,211,26,50,59,41,39,1017,4,16
12/8/2019,0700 - 0800,33,155,244,76,91,8,3,5,67,16,510,2,16
12/8/2019,0800 - 0900,36,137,504,160,351,92,12,98,89,41,1347,5,15
12/8/2019,0900 - 1000,62,143,26,44,111,57,5,30,69,11,353,2,15
12/8/2019,1000 - 1100,20,50,226,91,94,24,0,0,0,13,448,2,15
12/8/2019,1100 - 1200,23,77,228,167,143,19,26,0,0,18,601,2,14
12/8/2019,1200 - 1300,28,97,188,174,130,38,53,7,0,20,610,3,12
12/8/2019,1300 - 1400,40,130,214,84,53,11,7,91,29,19,508,3,13
12/8/2019,1400 - 1500,57,158,437,158,167,245,395,162,227,55,1846,7,21
12/8/2019,1500 - 1600,32,111,198,61,112,29,19,44,0,12,475,2,21
12/8/2019,1600 - 1700,33,85,84,118,109,9,71,0,0,12,403,2,19
12/8/2019,1700 - 1800,13,57,316,77,33,12,0,0,0,13,451,2,16
12/8/2019,1800 - 1900,24,61,148,190,100,46,3,0,0,14,501,2,16
12/8/2019,1900 - 2000,20,78,536,404,96,54,63,0,0,41,1194,4,16
12/8/2019,2000 - 2100,27,96,204,150,92,19,68,4,0,16,553,2,16
12/8/2019,2100 - 2200,14,29,88,89,0,0,0,0,0,4,181,1,12
12/9/2019,0000 - 0100,8,19,102,16,0,0,0,0,0,6,124,1,9
12/9/2019,0900 - 1000,31,90,351,145,119,77,139,0,0,33,864,3,18
12/9/2019,1000 - 1100,11,23,94,25,0,0,0,0,0,3,122,1,12
12/9/2019,1100 - 1200,10,29,230,52,0,0,0,0,0,12,294,2,13
12/9/2019,1200 - 1300,35,101,355,291,92,62,226,59,0,30,1115,4,19
12/9/2019,1300 - 1400,27,87,257,100,32,27,85,0,0,16,517,2,18
12/9/2019,1400 - 1500,16,57,293,41,60,32,0,0,0,12,438,2,14
12/9/2019,1500 - 1600,22,52,119,76,51,24,0,0,0,7,277,1,15
12/9/2019,1700 - 1800,25,78,342,321,110,97,53,0,0,28,951,4,12
12/9/2019,1800 - 1900,33,107,190,255,129,28,87,35,0,29,753,3,14
12/9/2019,1900 - 2000,18,90,183,113,3,11,16,0,0,11,337,2,10
12/9/2019,2000 - 2100,13,33,161,70,4,0,0,0,0,7,242,1,11
12/9/2019,2100 - 2200,11,23,108,31,0,0,0,0,0,3,142,1,9
12/9/2019,2300 - 0000,9,23,96,19,0,0,0,0,0,7,122,1,9
12/9/2019,0500 - 0600,37,133,198,166,61,30,132,39,2,30,658,3,16
12/9/2019,0600 - 0700,55,171,244,188,87,44,195,52,142,41,993,4,19
12/9/2019,0700 - 0800,53,137,225,90,26,34,138,85,76,20,694,3,23
12/9/2019,0800 - 0900,46,126,304,357,239,223,186,203,41,43,1596,6,28
12/9/2019,1000 - 1100,21,56,223,190,126,35,0,0,0,18,592,4,18
12/9/2019,1100 - 1200,18,64,292,205,57,41,5,0,0,19,619,3,14
12/9/2019,1200 - 1300,28,127,367,97,119,78,30,41,7,23,762,3,12
12/9/2019,1300 - 1400,36,133,208,95,9,1,0,62,31,13,419,2,13
12/9/2019,1400 - 1500,32,126,365,119,96,97,58,56,14,28,833,4,15
12/9/2019,1500 - 1600,37,122,194,56,98,3,3,83,7,13,457,2,17
12/9/2019,1600 - 1700,32,98,303,141,141,62,105,27,0,23,802,4,18
12/9/2019,1700 - 1800,20,59,300,316,133,32,0,0,0,21,802,4,16
12/9/2019,1800 - 1900,22,49,158,221,124,12,0,0,0,16,531,2,14
12/9/2019,1900 - 2000,10,40,358,76,18,0,0,0,0,13,465,2,12
12/9/2019,2000 - 2100,12,26,255,145,0,0,0,0,0,8,408,2,15
12/10/2019,0000 - 0100,12,31,76,27,4,0,0,0,0,5,112,1,9
12/10/2019,0800 - 0900,55,123,0,107,31,9,58,46,10,9,270,1,14
12/10/2019,0900 - 1000,38,120,244,109,63,38,72,84,0,25,635,4,16
12/10/2019,1000 - 1100,52,126,109,18,2,1,59,51,15,6,261,1,17
12/10/2019,1100 - 1200,21,54,129,19,32,38,0,0,0,6,224,2,14
12/10/2019,1200 - 1300,19,63,326,208,102,29,2,0,0,22,689,3,19
12/10/2019,1300 - 1400,40,125,331,224,97,132,160,124,6,35,1109,5,18
12/10/2019,1400 - 1500,27,91,107,7,7,7,24,6,0,4,162,1,14
12/10/2019,1500 - 1600,12,45,140,16,17,0,0,0,0,6,179,1,10
12/10/2019,1600 - 1700,14,34,199,78,16,0,0,0,0,7,300,1,14
12/10/2019,1700 - 1800,19,58,194,143,46,22,0,0,0,10,415,2,10
12/10/2019,1800 - 1900,16,70,554,199,67,31,13,0,0,32,896,5,8
12/10/2019,1900 - 2000,24,58,56,22,25,16,0,0,0,4,123,1,7
12/10/2019,2000 - 2100,16,45,116,45,30,0,0,0,0,5,196,1,8
12/10/2019,2100 - 2200,10,25,95,27,0,0,0,0,0,6,128,1,5
12/10/2019,2300 - 0000,10,26,152,43,0,0,0,0,0,10,205,2,6
12/10/2019,0500 - 0600,25,98,73,220,69,30,5,1,0,13,411,2,13
12/10/2019,0600 - 0700,34,128,219,127,154,83,59,23,18,24,707,3,16
12/10/2019,0700 - 0800,32,118,423,116,129,124,65,88,0,31,976,5,16
12/10/2019,0800 - 0900,33,121,333,79,76,120,113,36,1,25,783,4,14
12/10/2019,0900 - 1000,20,71,105,120,20,9,10,0,0,11,275,2,11
12/10/2019,1000 - 1100,17,45,213,236,46,0,0,0,0,11,506,3,13
12/10/2019,1100 - 1200,25,76,203,210,131,34,47,0,0,20,645,3,17
12/10/2019,1200 - 1300,10,38,136,19,13,0,0,0,0,6,174,2,12
12/10/2019,1300 - 1400,10,34,433,108,13,0,0,0,0,14,568,3,13
12/10/2019,1400 - 1500,21,61,249,79,91,53,1,0,0,16,489,3,12
12/10/2019,1500 - 1600,10,27,270,82,0,0,0,0,0,8,360,2,10
12/10/2019,1600 - 1700,13,37,269,125,10,0,0,0,0,11,415,3,10
12/10/2019,1700 - 1800,20,76,289,121,78,41,27,0,0,17,573,3,9
12/10/2019,1900 - 2000,16,35,94,84,8,0,0,0,0,6,192,1,11
12/10/2019,2000 - 2100,19,89,279,161,82,13,19,0,0,16,570,3,9
12/10/2019,2100 - 2200,26,70,165,94,138,50,10,0,0,13,470,2,9
12/11/2019,0800 - 0900,43,69,0,64,90,83,41,0,0,7,285,1,16
12/11/2019,0900 - 1000,15,51,262,101,52,6,0,0,0,17,438,3,16
12/11/2019,1000 - 1100,27,59,72,60,52,43,0,0,0,6,233,1,14
12/11/2019,1100 - 1200,12,23,131,46,0,0,0,0,0,7,184,2,14
12/11/2019,1200 - 1300,25,72,484,192,162,122,76,0,0,33,1069,6,18
12/11/2019,1300 - 1400,25,56,188,164,118,77,0,0,0,18,565,2,21
12/11/2019,1400 - 1500,18,50,288,109,92,28,0,0,0,17,534,3,16
12/11/2019,1700 - 1800,29,104,156,152,78,28,42,15,0,13,484,2,13
12/11/2019,1800 - 1900,26,102,471,306,35,46,112,38,0,31,1039,6,14
12/11/2019,1900 - 2000,23,85,68,29,0,0,20,0,0,2,119,1,12
12/11/2019,2000 - 2100,12,26,158,67,0,0,0,0,0,7,232,1,15
12/11/2019,2100 - 2200,12,40,76,27,9,0,0,0,0,7,119,1,7
12/11/2019,2300 - 0000,13,44,81,21,12,0,0,0,0,6,120,1,4
12/11/2019,0500 - 0600,15,37,111,115,19,0,0,0,0,14,259,1,9
12/11/2019,0600 - 0700,30,104,249,199,98,51,110,15,0,33,755,4,14
12/11/2019,0700 - 0800,22,76,357,170,127,50,38,0,0,28,770,4,18
12/11/2019,0800 - 0900,16,65,517,306,74,50,7,0,0,29,983,5,18
12/11/2019,0900 - 1000,20,61,155,161,26,32,2,0,0,18,394,3,15
12/11/2019,1000 - 1100,19,74,297,124,44,50,22,0,0,16,553,3,14
12/11/2019,1100 - 1200,36,106,161,49,55,141,56,16,0,15,493,3,16
12/11/2019,1200 - 1300,18,55,263,158,106,6,0,0,0,13,546,3,12
12/11/2019,1300 - 1400,17,57,206,92,47,18,0,0,0,11,374,2,13
12/11/2019,1400 - 1500,23,82,296,172,103,41,51,0,0,21,684,4,15
12/11/2019,1500 - 1600,13,31,295,246,6,0,0,0,0,16,563,3,19
12/11/2019,1600 - 1700,28,80,93,87,43,28,27,0,0,9,287,1,13
12/11/2019,1700 - 1800,15,45,189,95,49,0,0,0,0,9,342,3,12
12/11/2019,1800 - 1900,4,15,131,0,0,0,0,0,0,5,136,1,9
12/11/2019,1900 - 2000,19,56,405,229,132,44,0,0,0,29,839,4,10
12/11/2019,2000 - 2100,17,37,91,95,19,0,0,0,0,7,212,1,9
12/11/2019,2100 - 2200,11,21,147,31,0,0,0,0,0,3,181,1,10
12/12/2019,0000 - 0100,16,45,58,20,17,0,0,0,0,5,100,1,4
12/12/2019,0800 - 0900,55,126,14,132,93,63,88,90,12,15,507,2,17
12/12/2019,0900 - 1000,37,109,83,100,44,17,34,39,0,9,326,3,16
12/12/2019,1000 - 1100,15,27,36,45,0,0,0,0,0,3,84,1,14
12/12/2019,1100 - 1200,38,111,329,113,56,39,181,74,0,23,815,5,17
12/12/2019,1200 - 1300,37,99,104,24,42,7,54,16,0,7,254,1,17
12/12/2019,1300 - 1400,45,131,315,173,96,116,164,125,39,36,1064,4,20
12/12/2019,1400 - 1500,35,110,321,100,70,34,128,59,0,27,739,3,19
12/12/2019,1500 - 1600,24,63,139,82,18,39,19,0,0,9,306,1,22
12/12/2019,1700 - 1800,20,68,275,203,83,38,10,0,0,21,630,3,10
12/12/2019,1800 - 1900,44,173,197,377,172,62,78,61,109,40,1096,4,12
12/12/2019,1900 - 2000,31,136,85,188,126,18,18,5,15,21,476,3,11
12/12/2019,2000 - 2100,19,75,110,38,18,1,19,0,0,5,191,1,10
12/12/2019,2100 - 2200,16,43,53,18,25,0,0,0,0,5,101,1,8
12/12/2019,2300 - 0000,9,24,106,18,0,0,0,0,0,7,131,1,5
12/12/2019,0500 - 0600,40,150,166,106,126,47,100,28,25,27,625,4,14
12/12/2019,0600 - 0700,45,150,255,148,43,42,126,106,36,28,784,3,15
12/12/2019,0700 - 0800,47,167,331,85,24,36,239,10,84,36,845,4,13
12/12/2019,0800 - 0900,54,162,299,130,27,14,173,2,173,20,838,3,15
12/12/2019,0900 - 1000,48,147,140,43,84,89,102,6,59,21,544,3,14
12/12/2019,1000 - 1100,13,85,93,40,0,0,4,0,0,8,145,2,10
12/12/2019,1100 - 1200,27,83,303,223,198,87,66,0,0,28,905,4,17
12/12/2019,1200 - 1300,19,51,177,113,80,16,0,0,0,12,398,2,18
12/12/2019,1300 - 1400,16,52,66,39,11,3,0,0,0,4,123,1,11
12/12/2019,1400 - 1500,36,135,323,172,128,171,115,57,13,30,1009,5,17
12/12/2019,1500 - 1600,25,126,268,120,36,29,26,22,9,18,528,3,14
12/12/2019,1600 - 1700,33,138,321,112,71,60,74,36,20,21,715,4,15
12/12/2019,1700 - 1800,26,106,273,286,84,12,64,17,0,24,760,4,11
12/12/2019,1800 - 1900,12,21,7,5,0,0,0,0,0,1,13,1,0
12/12/2019,1900 - 2000,20,64,260,205,71,53,8,0,0,24,621,3,10
12/12/2019,2000 - 2100,16,49,186,153,46,3,0,0,0,10,398,2,12
12/13/2019,0000 - 0100,11,26,63,20,0,0,0,0,0,4,87,1,5
12/13/2019,0800 - 0900,25,67,96,119,62,39,8,0,0,5,329,2,16
12/13/2019,0900 - 1000,15,39,153,65,38,0,0,0,0,14,270,1,15
12/13/2019,1000 - 1100,11,26,96,29,0,0,0,0,0,7,132,2,13
12/13/2019,1100 - 1200,16,26,61,100,0,0,0,0,0,3,164,1,12
12/13/2019,1200 - 1300,26,74,402,202,193,111,70,0,0,26,1004,4,22
12/13/2019,1300 - 1400,31,90,338,39,34,54,167,0,0,21,653,3,20
12/13/2019,1400 - 1500,14,27,121,95,0,0,0,0,0,7,223,1,16
12/13/2019,1500 - 1600,10,27,121,50,0,0,0,0,0,10,181,1,15
12/13/2019,1600 - 1700,14,34,127,63,9,0,0,0,0,7,206,1,10
12/13/2019,1700 - 1800,31,154,253,411,99,41,62,21,32,29,948,4,12
12/13/2019,1800 - 1900,28,132,302,46,16,24,4,18,44,15,469,3,14
12/13/2019,1900 - 2000,21,103,241,66,7,4,9,28,0,8,363,2,13
12/13/2019,2000 - 2100,18,61,158,46,5,36,5,0,0,5,255,1,14
12/13/2019,2100 - 2200,10,23,81,22,0,0,0,0,0,7,110,1,8
12/13/2019,2300 - 0000,11,32,228,78,1,0,0,0,0,16,323,3,8
12/13/2019,0500 - 0600,28,104,153,116,43,46,40,13,0,13,424,2,11
12/13/2019,0600 - 0700,36,109,388,161,58,59,194,80,0,31,971,5,12
12/13/2019,0700 - 0800,40,129,164,64,48,6,63,54,16,12,427,2,17
12/13/2019,0800 - 0900,26,108,546,474,250,82,106,25,0,51,1534,7,16
12/13/2019,0900 - 1000,15,46,101,58,29,6,0,0,0,7,201,2,15
12/13/2019,1000 - 1100,8,18,165,9,0,0,0,0,0,6,180,2,13
12/13/2019,1100 - 1200,12,48,326,118,22,1,0,0,0,15,482,2,16
12/13/2019,1200 - 1300,14,47,252,146,35,2,0,0,0,14,449,3,12
12/13/2019,1300 - 1400,15,80,307,255,16,7,1,0,0,19,605,3,16
12/13/2019,1400 - 1500,25,111,354,166,139,27,41,36,0,26,789,4,14
12/13/2019,1500 - 1600,21,115,468,264,51,6,28,58,0,25,900,5,15
12/13/2019,1600 - 1700,35,100,218,134,116,49,102,36,0,19,674,3,16
12/13/2019,1700 - 1800,15,47,245,196,27,4,0,0,0,15,487,3,10
12/13/2019,1800 - 1900,16,52,197,100,24,12,0,0,0,11,344,2,14
12/13/2019,1900 - 2000,18,55,236,151,66,21,0,0,0,14,488,2,15
12/13/2019,2000 - 2100,15,61,502,231,45,43,1,0,0,27,849,3,14
12/13/2019,2100 - 2200,15,37,86,66,3,0,0,0,0,5,160,1,6
12/14/2019,0900 - 1000,28,86,336,90,94,111,95,0,0,29,755,4,15
12/14/2019,1000 - 1100,46,123,153,77,43,77,128,78,1,18,575,3,21
12/14/2019,1100 - 1200,56,122,132,95,112,18,160,179,4,20,720,4,22
12/14/2019,1200 - 1300,35,89,166,37,24,42,109,0,0,9,387,2,19
12/14/2019,1300 - 1400,43,107,410,159,47,69,333,122,0,37,1177,4,23
12/14/2019,1400 - 1500,17,46,214,126,73,2,0,0,0,13,428,2,20
12/14/2019,1700 - 1800,14,33,197,139,14,0,0,0,0,10,360,2,15
12/14/2019,1800 - 1900,29,99,223,340,197,54,68,15,0,27,924,3,17
12/14/2019,1900 - 2000,37,92,77,160,301,67,81,4,0,25,715,4,16
12/14/2019,2000 - 2100,15,39,154,80,23,0,0,0,0,6,263,1,17
12/14/2019,2200 - 2300,8,25,93,18,0,0,0,0,0,6,117,1,7
12/14/2019,2300 - 0000,9,38,316,53,8,0,0,0,0,19,396,3,7
12/14/2019,0500 - 0600,21,66,184,84,65,39,3,0,0,16,391,2,14
12/14/2019,0600 - 0700,30,91,298,121,152,170,58,1,0,25,825,3,13
12/14/2019,0700 - 0800,25,110,513,312,218,48,66,30,0,39,1226,5,19
12/14/2019,0800 - 0900,32,136,224,57,175,22,36,14,20,19,567,3,13
12/14/2019,0900 - 1000,28,123,292,149,142,14,84,21,2,30,734,4,15
12/14/2019,1000 - 1100,17,47,133,209,27,5,0,0,0,11,385,2,12
12/14/2019,1100 - 1200,16,40,151,75,37,0,0,0,0,9,272,1,12
12/14/2019,1200 - 1300,14,61,536,222,50,28,2,0,0,23,861,3,17
12/14/2019,1300 - 1400,19,85,375,269,127,35,8,0,0,27,841,4,18
12/14/2019,1400 - 1500,22,87,472,339,110,32,92,0,0,33,1078,5,13
12/14/2019,1500 - 1600,34,62,132,42,73,164,7,0,0,12,430,3,12
12/14/2019,1600 - 1700,30,90,320,193,124,158,113,0,0,27,935,3,18
12/14/2019,1700 - 1800,18,62,299,197,70,37,3,0,0,23,629,3,12
12/14/2019,1800 - 1900,13,44,435,199,53,0,0,0,0,27,714,4,15
12/14/2019,1900 - 2000,22,58,414,202,241,89,0,0,0,24,970,3,16
12/14/2019,2000 - 2100,9,19,352,29,0,0,0,0,0,7,388,2,15
12/14/2019,2100 - 2200,12,19,90,30,0,0,0,0,0,4,124,1,11
12/15/2019,0000 - 0100,11,27,65,28,0,0,0,0,0,3,96,1,7
12/15/2019,0900 - 1000,28,80,292,132,56,111,90,0,0,26,707,3,18
12/15/2019,1000 - 1100,16,41,63,28,11,0,0,0,0,3,105,1,9
12/15/2019,1100 - 1200,16,37,210,121,24,0,0,0,0,10,365,2,15
12/15/2019,1200 - 1300,33,107,464,386,158,83,180,86,0,41,1398,6,21
12/15/2019,1300 - 1400,21,82,243,79,52,36,25,0,0,12,447,2,14
12/15/2019,1400 - 1500,19,40,124,49,63,0,0,0,0,2,238,1,15
12/15/2019,1600 - 1700,21,48,89,109,40,7,0,0,0,8,253,1,15
12/15/2019,1700 - 1800,15,47,468,256,63,5,0,0,0,24,816,4,16
12/15/2019,1800 - 1900,39,106,211,235,383,199,153,58,0,49,1288,5,17
12/15/2019,1900 - 2000,16,74,246,30,30,23,7,0,0,11,347,3,12
12/15/2019,2000 - 2100,18,63,166,43,23,19,5,0,0,7,263,1,9
12/15/2019,2200 - 2300,6,19,106,8,0,0,0,0,0,7,121,1,7
12/15/2019,2300 - 0000,6,23,93,7,0,0,0,0,0,7,107,1,7
12/15/2019,0500 - 0600,30,106,76,77,38,16,18,12,0,8,245,1,12
12/15/2019,0600 - 0700,32,156,483,196,245,60,39,31,75,53,1182,5,16
12/15/2019,0700 - 0800,24,116,251,161,37,0,4,58,0,30,541,2,15
