date,hour,Average Wait Time,Max Wait Time,time
12/19/2019,1300 - 1400,18,152,1861
12/19/2019,1400 - 1500,11,97,1862
12/19/2019,1500 - 1600,9,43,1863
12/19/2019,1600 - 1700,19,31,1864
12/19/2019,1700 - 1800,19,59,1865
12/19/2019,1800 - 1900,22,60,1866
12/19/2019,1900 - 2000,13,42,1867
12/19/2019,2000 - 2100,7,28,1868
12/19/2019,2100 - 2200,7,19,1869
12/19/2019,2300 - 0000,8,54,1871
12/19/2019,0500 - 0600,47,179,1853
12/19/2019,0600 - 0700,37,92,1854
12/19/2019,0700 - 0800,22,157,1855
12/19/2019,0800 - 0900,22,63,1856
12/19/2019,0900 - 1000,28,57,1857
12/19/2019,1000 - 1100,6,26,1858
12/19/2019,1100 - 1200,18,46,1859
12/19/2019,1200 - 1300,13,50,1860
12/19/2019,1300 - 1400,11,33,1861
12/19/2019,1400 - 1500,20,166,1862
12/19/2019,1500 - 1600,41,112,1863
12/19/2019,1600 - 1700,32,93,1864
12/19/2019,1700 - 1800,17,33,1865
12/19/2019,1800 - 1900,19,54,1866
12/19/2019,1900 - 2000,19,67,1867
12/19/2019,2000 - 2100,17,39,1868
12/20/2019,0000 - 0100,27,38,1872
12/20/2019,0900 - 1000,7,30,1881
12/20/2019,1000 - 1100,12,28,1882
12/20/2019,1100 - 1200,11,55,1883
12/20/2019,1200 - 1300,15,52,1884
12/20/2019,1300 - 1400,14,93,1885
12/20/2019,1400 - 1500,14,132,1886
12/20/2019,1500 - 1600,10,49,1887
12/20/2019,1600 - 1700,10,34,1888
12/20/2019,1800 - 1900,21,97,1890
12/20/2019,1900 - 2000,14,88,1891
12/20/2019,2000 - 2100,6,24,1892
12/20/2019,2100 - 2200,8,57,1893
12/20/2019,2200 - 2300,6,20,1894
12/20/2019,2300 - 0000,10,39,1895
12/20/2019,0500 - 0600,31,56,1877
12/20/2019,0600 - 0700,19,51,1878
12/20/2019,0700 - 0800,19,99,1879
12/20/2019,0800 - 0900,18,120,1880
12/20/2019,0900 - 1000,19,96,1881
12/20/2019,1000 - 1100,13,32,1882
12/20/2019,1100 - 1200,31,72,1883
12/20/2019,1200 - 1300,27,89,1884
12/20/2019,1300 - 1400,23,44,1885
12/20/2019,1400 - 1500,32,121,1886
12/20/2019,1500 - 1600,25,109,1887
12/20/2019,1600 - 1700,21,117,1888
12/20/2019,1700 - 1800,11,16,1889
12/20/2019,1800 - 1900,11,49,1890
12/20/2019,1900 - 2000,29,52,1891
12/20/2019,2000 - 2100,13,41,1892
12/20/2019,2100 - 2200,18,43,1893
12/21/2019,0000 - 0100,4,12,1896
12/21/2019,0800 - 0900,17,50,1904
12/21/2019,0900 - 1000,19,73,1905
12/21/2019,1000 - 1100,15,54,1906
12/21/2019,1100 - 1200,28,48,1907
12/21/2019,1200 - 1300,11,70,1908
12/21/2019,1300 - 1400,13,78,1909
12/21/2019,1400 - 1500,5,35,1910
12/21/2019,1500 - 1600,10,38,1911
12/21/2019,1600 - 1700,3,7,1912
12/21/2019,1700 - 1800,15,51,1913
12/21/2019,1800 - 1900,16,53,1914
12/21/2019,1900 - 2000,14,46,1915
12/21/2019,2000 - 2100,12,33,1916
12/21/2019,2100 - 2200,10,33,1917
12/21/2019,2200 - 2300,4,10,1918
12/21/2019,2300 - 0000,5,17,1919
12/21/2019,0500 - 0600,26,107,1901
12/21/2019,0600 - 0700,22,89,1902
12/21/2019,0700 - 0800,21,34,1903
12/21/2019,0800 - 0900,16,51,1904
12/21/2019,0900 - 1000,16,81,1905
12/21/2019,1000 - 1100,11,22,1906
12/21/2019,1100 - 1200,11,31,1907
12/21/2019,1200 - 1300,12,46,1908
12/21/2019,1300 - 1400,9,30,1909
12/21/2019,1400 - 1500,9,56,1910
12/21/2019,1500 - 1600,23,66,1911
12/21/2019,1600 - 1700,16,27,1912
12/21/2019,1700 - 1800,21,41,1913
12/21/2019,1800 - 1900,16,56,1914
12/21/2019,1900 - 2000,23,54,1915
12/21/2019,2000 - 2100,13,26,1916
12/21/2019,2100 - 2200,7,15,1917
12/22/2019,0000 - 0100,7,17,1920
12/22/2019,0900 - 1000,11,67,1929
12/22/2019,1000 - 1100,9,28,1930
12/22/2019,1100 - 1200,11,29,1931
12/22/2019,1200 - 1300,12,45,1932
12/22/2019,1300 - 1400,17,48,1933
12/22/2019,1400 - 1500,14,72,1934
12/22/2019,1500 - 1600,13,43,1935
12/22/2019,1600 - 1700,8,31,1936
12/22/2019,1700 - 1800,13,62,1937
12/22/2019,1800 - 1900,22,63,1938
12/22/2019,1900 - 2000,16,51,1939
12/22/2019,2000 - 2100,7,35,1940
12/22/2019,2100 - 2200,7,27,1941
12/22/2019,2200 - 2300,11,27,1942
12/22/2019,2300 - 0000,7,23,1943
12/22/2019,0500 - 0600,29,40,1925
12/22/2019,0600 - 0700,12,62,1926
12/22/2019,0700 - 0800,22,75,1927
12/22/2019,0800 - 0900,13,40,1928
12/22/2019,0900 - 1000,21,51,1929
12/22/2019,1000 - 1100,26,78,1930
12/22/2019,1100 - 1200,25,78,1931
12/22/2019,1200 - 1300,20,84,1932
12/22/2019,1300 - 1400,26,46,1933
12/22/2019,1400 - 1500,30,66,1934
12/22/2019,1500 - 1600,35,78,1935
12/22/2019,1600 - 1700,9,18,1936
12/22/2019,1700 - 1800,19,45,1937
12/22/2019,1800 - 1900,14,48,1938
12/22/2019,1900 - 2000,19,58,1939
12/22/2019,2000 - 2100,19,70,1940
12/22/2019,2100 - 2200,29,53,1941
12/23/2019,0000 - 0100,5,14,1944
12/23/2019,0800 - 0900,28,88,1952
12/23/2019,0900 - 1000,12,46,1953
12/23/2019,1000 - 1100,11,32,1954
12/23/2019,1100 - 1200,11,24,1955
12/23/2019,1200 - 1300,18,105,1956
12/23/2019,1300 - 1400,9,44,1957
12/23/2019,1400 - 1500,9,32,1958
12/23/2019,1500 - 1600,13,38,1959
12/23/2019,1600 - 1700,9,25,1960
12/23/2019,1700 - 1800,21,69,1961
12/23/2019,1800 - 1900,21,76,1962
12/23/2019,1900 - 2000,12,45,1963
12/23/2019,2100 - 2200,5,18,1965
12/23/2019,2200 - 2300,8,40,1966
12/23/2019,2300 - 0000,12,42,1967
12/23/2019,0500 - 0600,31,147,1949
12/23/2019,0600 - 0700,31,116,1950
12/23/2019,0700 - 0800,29,132,1951
12/23/2019,0800 - 0900,28,111,1952
12/23/2019,0900 - 1000,20,72,1953
12/23/2019,1000 - 1100,16,85,1954
12/23/2019,1100 - 1200,27,87,1955
12/23/2019,1200 - 1300,28,155,1956
12/23/2019,1300 - 1400,19,135,1957
12/23/2019,1400 - 1500,32,121,1958
12/23/2019,1500 - 1600,32,81,1959
12/23/2019,1600 - 1700,21,84,1960
12/23/2019,1700 - 1800,10,20,1961
12/23/2019,1800 - 1900,14,44,1962
12/23/2019,1900 - 2000,10,37,1963
12/23/2019,2000 - 2100,12,26,1964
12/24/2019,0800 - 0900,29,80,1976
12/24/2019,0900 - 1000,14,68,1977
12/24/2019,1000 - 1100,12,45,1978
12/24/2019,1100 - 1200,11,37,1979
12/24/2019,1200 - 1300,14,34,1980
12/24/2019,1300 - 1400,17,70,1981
12/24/2019,1400 - 1500,9,28,1982
12/24/2019,1500 - 1600,14,38,1983
12/24/2019,1600 - 1700,9,30,1984
12/24/2019,1700 - 1800,12,21,1985
12/24/2019,1800 - 1900,9,38,1986
12/24/2019,2000 - 2100,10,30,1988
12/24/2019,2100 - 2200,5,13,1989
12/24/2019,2300 - 0000,5,32,1991
12/24/2019,0500 - 0600,46,90,1973
12/24/2019,0600 - 0700,28,65,1974
12/24/2019,0700 - 0800,12,33,1975
12/24/2019,0800 - 0900,14,36,1976
12/24/2019,0900 - 1000,11,30,1977
12/24/2019,1000 - 1100,4,21,1978
12/24/2019,1100 - 1200,9,22,1979
12/24/2019,1200 - 1300,6,28,1980
12/24/2019,1300 - 1400,9,34,1981
12/24/2019,1400 - 1500,13,58,1982
12/24/2019,1500 - 1600,18,44,1983
12/24/2019,1600 - 1700,18,72,1984
12/24/2019,1800 - 1900,12,50,1986
12/24/2019,1900 - 2000,13,53,1987
12/24/2019,2000 - 2100,24,37,1988
12/24/2019,2100 - 2200,11,21,1989
12/25/2019,0800 - 0900,8,28,2000
12/25/2019,0900 - 1000,17,35,2001
12/25/2019,1000 - 1100,12,36,2002
12/25/2019,1100 - 1200,11,34,2003
12/25/2019,1200 - 1300,10,26,2004
12/25/2019,1300 - 1400,13,71,2005
12/25/2019,1400 - 1500,9,27,2006
12/25/2019,1500 - 1600,9,38,2007
12/25/2019,1700 - 1800,18,81,2009
12/25/2019,1800 - 1900,7,47,2010
12/25/2019,1900 - 2000,12,46,2011
12/25/2019,2000 - 2100,9,36,2012
12/25/2019,2100 - 2200,7,50,2013
12/25/2019,2200 - 2300,8,16,2014
12/25/2019,2300 - 0000,14,48,2015
12/25/2019,0500 - 0600,47,99,1997
12/25/2019,0600 - 0700,27,78,1998
12/25/2019,0700 - 0800,25,96,1999
12/25/2019,0800 - 0900,13,49,2000
12/25/2019,0900 - 1000,12,67,2001
12/25/2019,1000 - 1100,7,23,2002
12/25/2019,1100 - 1200,22,105,2003
12/25/2019,1200 - 1300,33,125,2004
12/25/2019,1300 - 1400,18,71,2005
12/25/2019,1400 - 1500,26,93,2006
12/25/2019,1500 - 1600,17,28,2007
12/25/2019,1600 - 1700,16,76,2008
12/25/2019,1800 - 1900,5,24,2010
12/25/2019,1900 - 2000,13,43,2011
12/25/2019,2000 - 2100,6,61,2012
12/25/2019,2100 - 2200,14,49,2013
12/26/2019,0900 - 1000,17,143,2025
12/26/2019,1000 - 1100,16,80,2026
12/26/2019,1100 - 1200,17,73,2027
12/26/2019,1200 - 1300,12,62,2028
12/26/2019,1300 - 1400,26,119,2029
12/26/2019,1400 - 1500,11,70,2030
12/26/2019,1500 - 1600,10,39,2031
12/26/2019,1600 - 1700,14,34,2032
12/26/2019,1800 - 1900,22,69,2034
12/26/2019,1900 - 2000,15,35,2035
12/26/2019,2000 - 2100,4,21,2036
12/26/2019,2200 - 2300,7,25,2038
12/26/2019,2300 - 0000,5,13,2039
12/26/2019,0500 - 0600,51,117,2021
12/26/2019,0600 - 0700,47,135,2022
12/26/2019,0700 - 0800,32,129,2023
12/26/2019,0800 - 0900,27,112,2024
12/26/2019,0900 - 1000,19,113,2025
12/26/2019,1000 - 1100,21,40,2026
12/26/2019,1100 - 1200,31,159,2027
12/26/2019,1200 - 1300,29,59,2028
12/26/2019,1300 - 1400,29,58,2029
12/26/2019,1400 - 1500,33,106,2030
12/26/2019,1500 - 1600,16,79,2031
12/26/2019,1600 - 1700,18,73,2032
12/26/2019,1700 - 1800,13,40,2033
12/26/2019,1800 - 1900,19,43,2034
12/26/2019,1900 - 2000,20,101,2035
12/26/2019,2000 - 2100,24,45,2036
12/27/2019,0000 - 0100,6,20,2040
12/27/2019,0800 - 0900,36,115,2048
12/27/2019,0900 - 1000,14,88,2049
12/27/2019,1000 - 1100,16,36,2050
12/27/2019,1100 - 1200,14,39,2051
12/27/2019,1200 - 1300,12,65,2052
12/27/2019,1300 - 1400,18,127,2053
12/27/2019,1400 - 1500,17,131,2054
12/27/2019,1600 - 1700,28,72,2056
12/27/2019,1700 - 1800,25,94,2057
12/27/2019,1800 - 1900,22,117,2058
12/27/2019,1900 - 2000,14,67,2059
12/27/2019,2000 - 2100,9,44,2060
12/27/2019,2200 - 2300,5,17,2062
12/27/2019,2300 - 0000,5,18,2063
12/27/2019,0500 - 0600,29,62,2045
12/27/2019,0600 - 0700,42,161,2046
12/27/2019,0700 - 0800,39,122,2047
12/27/2019,0800 - 0900,21,44,2048
12/27/2019,0900 - 1000,17,43,2049
12/27/2019,1000 - 1100,12,104,2050
12/27/2019,1100 - 1200,32,165,2051
12/27/2019,1200 - 1300,31,63,2052
12/27/2019,1300 - 1400,31,130,2053
12/27/2019,1400 - 1500,29,148,2054
12/27/2019,1500 - 1600,15,57,2055
12/27/2019,1600 - 1700,32,97,2056
12/27/2019,1700 - 1800,19,41,2057
12/27/2019,1800 - 1900,18,73,2058
12/27/2019,1900 - 2000,22,117,2059
12/27/2019,2000 - 2100,16,98,2060
12/27/2019,2100 - 2200,6,19,2061
12/28/2019,0000 - 0100,6,20,2064
12/28/2019,0800 - 0900,18,73,2072
12/28/2019,0900 - 1000,26,126,2073
12/28/2019,1000 - 1100,14,99,2074
12/28/2019,1100 - 1200,11,71,2075
12/28/2019,1200 - 1300,18,73,2076
12/28/2019,1300 - 1400,14,75,2077
12/28/2019,1400 - 1500,8,45,2078
12/28/2019,1600 - 1700,14,41,2080
12/28/2019,1700 - 1800,13,27,2081
12/28/2019,1800 - 1900,20,74,2082
12/28/2019,1900 - 2000,16,35,2083
12/28/2019,2000 - 2100,9,68,2084
12/28/2019,2200 - 2300,5,16,2086
12/28/2019,2300 - 0000,7,28,2087
12/28/2019,0500 - 0600,35,73,2069
12/28/2019,0600 - 0700,28,100,2070
12/28/2019,0700 - 0800,22,80,2071
12/28/2019,0800 - 0900,29,142,2072
12/28/2019,0900 - 1000,22,47,2073
12/28/2019,1000 - 1100,28,124,2074
12/28/2019,1100 - 1200,25,124,2075
12/28/2019,1200 - 1300,39,165,2076
12/28/2019,1300 - 1400,25,71,2077
12/28/2019,1400 - 1500,45,82,2078
12/28/2019,1500 - 1600,17,53,2079
12/28/2019,1600 - 1700,27,80,2080
12/28/2019,1700 - 1800,6,17,2081
12/28/2019,1800 - 1900,20,51,2082
12/28/2019,1900 - 2000,18,66,2083
12/28/2019,2000 - 2100,10,23,2084
12/29/2019,0900 - 1000,24,62,2097
12/29/2019,1000 - 1100,11,46,2098
12/29/2019,1100 - 1200,12,49,2099
12/29/2019,1200 - 1300,15,64,2100
12/29/2019,1300 - 1400,18,130,2101
12/29/2019,1400 - 1500,16,117,2102
12/29/2019,1600 - 1700,36,58,2104
12/29/2019,1700 - 1800,20,75,2105
12/29/2019,1800 - 1900,19,66,2106
12/29/2019,1900 - 2000,16,39,2107
12/29/2019,2000 - 2100,12,53,2108
12/29/2019,2100 - 2200,8,21,2109
12/29/2019,2300 - 0000,15,44,2111
12/29/2019,0500 - 0600,25,87,2093
12/29/2019,0600 - 0700,26,149,2094
12/29/2019,0700 - 0800,20,85,2095
12/29/2019,0800 - 0900,32,115,2096
12/29/2019,0900 - 1000,22,46,2097
12/29/2019,1000 - 1100,8,21,2098
12/29/2019,1100 - 1200,25,112,2099
12/29/2019,1200 - 1300,21,78,2100
12/29/2019,1300 - 1400,6,32,2101
12/29/2019,1400 - 1500,20,69,2102
12/29/2019,1500 - 1600,12,24,2103
12/29/2019,1600 - 1700,19,44,2104
12/29/2019,1700 - 1800,10,25,2105
12/29/2019,1800 - 1900,10,28,2106
12/29/2019,1900 - 2000,17,31,2107
12/29/2019,2000 - 2100,17,45,2108
12/29/2019,2300 - 0000,6,15,2111
12/30/2019,0800 - 0900,22,49,2120
12/30/2019,0900 - 1000,15,67,2121
12/30/2019,1000 - 1100,11,31,2122
12/30/2019,1100 - 1200,10,28,2123
12/30/2019,1200 - 1300,12,32,2124
12/30/2019,1300 - 1400,13,34,2125
12/30/2019,1400 - 1500,11,29,2126
12/30/2019,1500 - 1600,12,33,2127
12/30/2019,1700 - 1800,16,56,2129
12/30/2019,1800 - 1900,24,83,2130
12/30/2019,1900 - 2000,29,90,2131
12/30/2019,2000 - 2100,15,52,2132
12/30/2019,2300 - 0000,7,21,2135
12/30/2019,0500 - 0600,31,69,2117
12/30/2019,0600 - 0700,26,76,2118
12/30/2019,0700 - 0800,15,43,2119
12/30/2019,0800 - 0900,11,52,2120
12/30/2019,0900 - 1000,16,40,2121
12/30/2019,1000 - 1100,10,23,2122
12/30/2019,1100 - 1200,29,75,2123
12/30/2019,1200 - 1300,12,57,2124
12/30/2019,1300 - 1400,44,148,2125
12/30/2019,1400 - 1500,29,130,2126
12/30/2019,1500 - 1600,19,34,2127
12/30/2019,1600 - 1700,13,30,2128
12/30/2019,1700 - 1800,14,53,2129
12/30/2019,1800 - 1900,18,36,2130
12/30/2019,1900 - 2000,15,51,2131
12/30/2019,2000 - 2100,11,35,2132
12/30/2019,2100 - 2200,6,15,2133
12/31/2019,0000 - 0100,5,15,2136
12/31/2019,0800 - 0900,14,67,2144
12/31/2019,0900 - 1000,19,127,2145
12/31/2019,1000 - 1100,19,108,2146
12/31/2019,1100 - 1200,12,56,2147
12/31/2019,1200 - 1300,11,24,2148
12/31/2019,1300 - 1400,16,73,2149
12/31/2019,1400 - 1500,12,27,2150
12/31/2019,1500 - 1600,22,44,2151
12/31/2019,1600 - 1700,23,55,2152
12/31/2019,1700 - 1800,10,27,2153
12/31/2019,1800 - 1900,12,39,2154
12/31/2019,1900 - 2000,10,22,2155
12/31/2019,2000 - 2100,12,36,2156
12/31/2019,2100 - 2200,7,17,2157
12/31/2019,2200 - 2300,7,20,2158
12/31/2019,2300 - 0000,6,17,2159
12/31/2019,0500 - 0600,28,62,2141
12/31/2019,0600 - 0700,32,75,2142
12/31/2019,0700 - 0800,20,32,2143
12/31/2019,0800 - 0900,16,65,2144
12/31/2019,0900 - 1000,11,25,2145
12/31/2019,1000 - 1100,7,23,2146
12/31/2019,1100 - 1200,13,38,2147
12/31/2019,1200 - 1300,17,54,2148
12/31/2019,1300 - 1400,11,48,2149
12/31/2019,1400 - 1500,18,38,2150
12/31/2019,1500 - 1600,11,25,2151
12/31/2019,1600 - 1700,10,30,2152
12/31/2019,1700 - 1800,14,61,2153
12/31/2019,1800 - 1900,16,44,2154
12/31/2019,1900 - 2000,25,55,2155
12/31/2019,2000 - 2100,17,46,2156
12/31/2019,2300 - 0000,4,14,2159
1/1/2020,0800 - 0900,27,74,2168
1/1/2020,0900 - 1000,13,43,2169
1/1/2020,1000 - 1100,10,20,2170
1/1/2020,1200 - 1300,13,35,2172
1/1/2020,1300 - 1400,13,52,2173
1/1/2020,1400 - 1500,11,31,2174
1/1/2020,1600 - 1700,15,28,2176
1/1/2020,1700 - 1800,19,44,2177
1/1/2020,1800 - 1900,14,32,2178
1/1/2020,1900 - 2000,10,23,2179
1/1/2020,2000 - 2100,13,39,2180
1/1/2020,2100 - 2200,10,32,2181
1/1/2020,2200 - 2300,6,18,2182
1/1/2020,2300 - 0000,5,21,2183
1/1/2020,0500 - 0600,32,140,2165
1/1/2020,0600 - 0700,15,97,2166
1/1/2020,0700 - 0800,10,60,2167
1/1/2020,0800 - 0900,13,87,2168
1/1/2020,0900 - 1000,14,70,2169
1/1/2020,1000 - 1100,19,77,2170
1/1/2020,1100 - 1200,15,51,2171
1/1/2020,1200 - 1300,9,32,2172
1/1/2020,1300 - 1400,13,39,2173
1/1/2020,1400 - 1500,21,54,2174
1/1/2020,1500 - 1600,14,33,2175
1/1/2020,1600 - 1700,16,48,2176
1/1/2020,1700 - 1800,13,24,2177
1/1/2020,1800 - 1900,14,44,2178
1/1/2020,1900 - 2000,19,54,2179
1/1/2020,2000 - 2100,16,34,2180
1/1/2020,2100 - 2200,12,26,2181
1/1/2020,2200 - 2300,3,7,2182
1/2/2020,0000 - 0100,10,19,2184
1/2/2020,0800 - 0900,22,69,2192
1/2/2020,0900 - 1000,17,47,2193
1/2/2020,1000 - 1100,14,94,2194
1/2/2020,1100 - 1200,11,31,2195
1/2/2020,1200 - 1300,17,48,2196
1/2/2020,1300 - 1400,11,32,2197
1/2/2020,1400 - 1500,9,22,2198
1/2/2020,1500 - 1600,13,29,2199
1/2/2020,1600 - 1700,13,31,2200
1/2/2020,1700 - 1800,11,22,2201
1/2/2020,1800 - 1900,14,81,2202
1/2/2020,1900 - 2000,13,60,2203
1/2/2020,2000 - 2100,17,43,2204
1/2/2020,2100 - 2200,7,18,2205
1/2/2020,2200 - 2300,8,18,2206
1/2/2020,2300 - 0000,7,26,2207
1/2/2020,0500 - 0600,52,125,2189
1/2/2020,0600 - 0700,31,122,2190
1/2/2020,0700 - 0800,16,85,2191
1/2/2020,0800 - 0900,29,95,2192
1/2/2020,0900 - 1000,25,67,2193
1/2/2020,1000 - 1100,7,31,2194
1/2/2020,1100 - 1200,19,57,2195
1/2/2020,1200 - 1300,14,29,2196
1/2/2020,1300 - 1400,13,47,2197
1/2/2020,1400 - 1500,15,85,2198
1/2/2020,1500 - 1600,17,65,2199
1/2/2020,1600 - 1700,17,31,2200
1/2/2020,1700 - 1800,12,36,2201
1/2/2020,1800 - 1900,22,65,2202
1/2/2020,1900 - 2000,27,62,2203
1/2/2020,2000 - 2100,13,25,2204
1/2/2020,2100 - 2200,11,26,2205
1/3/2020,0100 - 0200,7,17,2209
1/3/2020,0900 - 1000,13,109,2217
1/3/2020,1000 - 1100,13,51,2218
1/3/2020,1100 - 1200,9,23,2219
1/3/2020,1200 - 1300,14,64,2220
1/3/2020,1300 - 1400,12,59,2221
1/3/2020,1400 - 1500,7,17,2222
1/3/2020,1500 - 1600,11,32,2223
1/3/2020,1600 - 1700,10,24,2224
1/3/2020,1700 - 1800,11,81,2225
1/3/2020,1800 - 1900,15,59,2226
1/3/2020,1900 - 2000,11,40,2227
1/3/2020,2000 - 2100,8,34,2228
1/3/2020,2100 - 2200,7,18,2229
1/3/2020,2200 - 2300,5,12,2230
1/3/2020,2300 - 0000,7,21,2231
1/3/2020,0500 - 0600,32,100,2213
1/3/2020,0600 - 0700,23,141,2214
1/3/2020,0700 - 0800,14,108,2215
1/3/2020,0800 - 0900,32,86,2216
1/3/2020,0900 - 1000,14,56,2217
1/3/2020,1000 - 1100,10,22,2218
1/3/2020,1100 - 1200,11,25,2219
1/3/2020,1200 - 1300,21,71,2220
1/3/2020,1300 - 1400,16,42,2221
1/3/2020,1400 - 1500,25,66,2222
1/3/2020,1500 - 1600,23,59,2223
1/3/2020,1600 - 1700,16,37,2224
1/3/2020,1700 - 1800,17,39,2225
1/3/2020,1800 - 1900,17,38,2226
1/3/2020,1900 - 2000,17,87,2227
1/3/2020,2000 - 2100,34,74,2228
1/4/2020,0000 - 0100,4,11,2232
1/4/2020,0800 - 0900,31,133,2240
1/4/2020,0900 - 1000,10,38,2241
1/4/2020,1000 - 1100,14,116,2242
1/4/2020,1100 - 1200,12,61,2243
1/4/2020,1200 - 1300,13,81,2244
1/4/2020,1300 - 1400,16,100,2245
1/4/2020,1400 - 1500,7,74,2246
1/4/2020,1500 - 1600,10,29,2247
1/4/2020,1700 - 1800,12,32,2249
1/4/2020,1800 - 1900,15,47,2250
1/4/2020,1900 - 2000,14,27,2251
1/4/2020,2000 - 2100,10,23,2252
1/4/2020,2100 - 2200,10,21,2253
1/4/2020,2200 - 2300,12,24,2254
1/4/2020,2300 - 0000,7,24,2255
1/4/2020,0500 - 0600,32,96,2237
1/4/2020,0600 - 0700,40,141,2238
1/4/2020,0700 - 0800,16,53,2239
1/4/2020,0800 - 0900,33,171,2240
1/4/2020,0900 - 1000,29,189,2241
1/4/2020,1000 - 1100,31,143,2242
1/4/2020,1100 - 1200,37,116,2243
1/4/2020,1200 - 1300,23,94,2244
1/4/2020,1300 - 1400,20,66,2245
1/4/2020,1400 - 1500,26,73,2246
1/4/2020,1500 - 1600,22,68,2247
1/4/2020,1600 - 1700,13,44,2248
1/4/2020,1700 - 1800,15,37,2249
1/4/2020,1800 - 1900,12,53,2250
1/4/2020,1900 - 2000,13,42,2251
1/4/2020,2000 - 2100,10,30,2252
1/4/2020,2100 - 2200,5,11,2253
1/5/2020,0000 - 0100,5,14,2256
1/5/2020,0900 - 1000,13,107,2265
1/5/2020,1000 - 1100,11,51,2266
1/5/2020,1100 - 1200,14,41,2267
1/5/2020,1200 - 1300,15,93,2268
1/5/2020,1300 - 1400,12,86,2269
1/5/2020,1400 - 1500,11,50,2270
1/5/2020,1500 - 1600,16,47,2271
1/5/2020,1700 - 1800,15,87,2273
1/5/2020,1800 - 1900,26,80,2274
1/5/2020,1900 - 2000,16,75,2275
1/5/2020,2000 - 2100,12,27,2276
1/5/2020,2100 - 2200,11,32,2277
1/5/2020,2300 - 0000,6,22,2279
1/5/2020,0500 - 0600,29,47,2261
1/5/2020,0600 - 0700,26,85,2262
1/5/2020,0700 - 0800,16,60,2263
1/5/2020,0800 - 0900,19,108,2264
1/5/2020,0900 - 1000,18,152,2265
1/5/2020,1000 - 1100,36,129,2266
1/5/2020,1100 - 1200,50,117,2267
1/5/2020,1200 - 1300,27,139,2268
1/5/2020,1300 - 1400,25,126,2269
1/5/2020,1400 - 1500,26,91,2270
1/5/2020,1500 - 1600,23,40,2271
1/5/2020,1600 - 1700,15,35,2272
1/5/2020,1700 - 1800,11,37,2273
1/5/2020,1800 - 1900,15,34,2274
1/5/2020,1900 - 2000,25,88,2275
1/5/2020,2000 - 2100,22,108,2276
1/5/2020,2100 - 2200,19,76,2277
1/6/2020,0000 - 0100,8,18,2280
1/6/2020,0900 - 1000,14,113,2289
1/6/2020,1100 - 1200,11,44,2291
1/6/2020,1200 - 1300,13,41,2292
1/6/2020,1300 - 1400,16,51,2293
1/6/2020,1400 - 1500,16,61,2294
1/6/2020,1500 - 1600,11,31,2295
1/6/2020,1600 - 1700,16,37,2296
1/6/2020,1700 - 1800,12,32,2297
1/6/2020,1800 - 1900,18,52,2298
1/6/2020,1900 - 2000,17,39,2299
1/6/2020,2100 - 2200,9,35,2301
1/6/2020,2200 - 2300,6,16,2302
1/6/2020,2300 - 0000,7,17,2303
1/6/2020,0500 - 0600,40,75,2285
1/6/2020,0600 - 0700,24,88,2286
1/6/2020,0700 - 0800,25,50,2287
1/6/2020,0800 - 0900,30,110,2288
1/6/2020,0900 - 1000,23,65,2289
1/6/2020,1000 - 1100,18,97,2290
1/6/2020,1100 - 1200,35,111,2291
1/6/2020,1200 - 1300,23,93,2292
1/6/2020,1300 - 1400,20,36,2293
1/6/2020,1400 - 1500,46,98,2294
1/6/2020,1500 - 1600,36,80,2295
1/6/2020,1600 - 1700,30,63,2296
1/6/2020,1700 - 1800,15,23,2297
1/6/2020,1800 - 1900,10,28,2298
1/6/2020,1900 - 2000,14,38,2299
1/6/2020,2000 - 2100,10,28,2300
1/7/2020,0900 - 1000,13,70,2313
1/7/2020,1000 - 1100,13,86,2314
1/7/2020,1100 - 1200,13,77,2315
1/7/2020,1200 - 1300,15,48,2316
1/7/2020,1300 - 1400,11,29,2317
1/7/2020,1400 - 1500,13,46,2318
1/7/2020,1500 - 1600,13,31,2319
1/7/2020,1700 - 1800,9,22,2321
1/7/2020,1800 - 1900,8,25,2322
1/7/2020,1900 - 2000,13,33,2323
1/7/2020,2000 - 2100,12,47,2324
1/7/2020,2100 - 2200,8,23,2325
1/7/2020,2200 - 2300,9,21,2326
1/7/2020,2300 - 0000,7,24,2327
1/7/2020,0500 - 0600,32,60,2309
1/7/2020,0600 - 0700,14,54,2310
1/7/2020,0700 - 0800,18,35,2311
1/7/2020,0800 - 0900,14,78,2312
1/7/2020,0900 - 1000,19,35,2313
1/7/2020,1000 - 1100,11,35,2314
1/7/2020,1100 - 1200,10,22,2315
1/7/2020,1200 - 1300,15,52,2316
1/7/2020,1300 - 1400,21,38,2317
1/7/2020,1400 - 1500,15,50,2318
1/7/2020,1500 - 1600,22,49,2319
1/7/2020,1600 - 1700,9,29,2320
1/7/2020,1700 - 1800,11,28,2321
1/7/2020,1800 - 1900,12,37,2322
1/7/2020,1900 - 2000,24,94,2323
1/7/2020,2000 - 2100,22,46,2324
1/7/2020,2100 - 2200,13,25,2325
1/8/2020,0000 - 0100,7,17,2328
1/8/2020,0900 - 1000,12,59,2337
1/8/2020,1000 - 1100,10,27,2338
1/8/2020,1100 - 1200,14,45,2339
1/8/2020,1200 - 1300,16,89,2340
1/8/2020,1300 - 1400,19,148,2341
1/8/2020,1400 - 1500,11,108,2342
1/8/2020,1500 - 1600,13,76,2343
